,Time,Name,Tweet_status,Text,Length,Location,polarity
612,2019-09-08 06:12:54,Sanju_designs,Tweet,success india #chandrayan  #chandrayaan  #nasa #isro #shivan,7,"Coimbatore, India",positive
613,2019-09-08 06:12:55,Rishika63441987,Retweet,congratul inde good begin great mission  sitaron Se agay jahan aur bhi hain abhi ishq Ke imtihan aur bhi hain,20,,positive
614,2019-09-08 06:13:00,TPE_connect,Tweet,right wing troll target journalist question isro chief  #ksivan  absenc press meet       #isro #isromiss #pallavabagla #chandrayaan  #sivan,17,online,positive
615,2019-09-08 06:13:00,Srkqureshi11,Retweet,emot moment  hug pm  much need one  isro chairman K  sivan see PM #isro HQ emot fill atmospher pledg bounc back achiev feat even greater determination  #chandrayaan land #chandrayaan ,29,Karnatka,positive
616,2019-09-08 06:13:01,ManiacVijay,Retweet,    km short  still got     billion peopl closer ever   stand scientist   #chandrayaan  #isro,12,"Coimbatore, India",positive
617,2019-09-08 06:13:01,sbajpai2811,Tweet,#breakingnew #nasa send tweet applaud #isro  amp  #chandrayaan  thank much support   these thing make much stronger futur #moonmiss #proudofisro   #isropergarvhai #indiaonthemoon #chandrayaan  #moonland #sundaymotiv,24,,positive
618,2019-09-08 06:13:01,SahilKautilya,Tweet,request pleas follow offici account k sivan chairman    #chandrayaan  #indiaonthemoon,10,"Begusarai, Bihar 🔁 New Delhi",positive
619,2019-09-08 06:13:01,vatsalthaker30,Tweet,proud sir cours team #isro  best approach dedic nation  progress research given #teamisro whole feel proud moment #chandrayan  work alway remembered  jai hind    ,23,Ahmedabad,positive
620,2019-09-08 06:13:01,shubhamyr95,Tweet,#pallavbagla done #isro   ,3,,positive
621,2019-09-08 06:13:03,ghosh121,Retweet,K sivan  journey sarakkavilai villag tamil nadu  kanyakumari district head inspir itself  studi tamil medium govt school  first graduat family  use help dad field studi college ,26,,positive
622,2019-09-08 06:13:04,devdhar10,Retweet,                                                                        mediocr ones  commenc work abandon encount difficulties  superior peopl notwithstand repeat hindrances  never give up  #isro #chandrayaan ,17,,positive
623,2019-09-08 06:13:04,SrsIts,Retweet,pakistani  proud india  moon mission  tried  that  matters  #isro,9,,positive
624,2019-09-08 06:13:11,VachanaBhat,Retweet,dear PM ji   speech remain one inspir speech ever  affection emot hug #isro chief k sivan visual etch everi indian  memori years  make us feel protected  thank you     ,28,,positive
625,2019-09-08 06:13:14,manas_boxi,Tweet,temporari setback  know #isro back vengence  #indiawithisro #chandrayan  look forward #chandrayaan  #isropergarvhai,12,,positive
626,2019-09-08 06:13:36,abhiparmar68,Retweet,    as if the son wa heartbroken  hug the father and pat hi back and said well  son  thi moment touch my heart  broke my heart too   #isro #proudofisro,28,New Delhi AND Ahmedabad ,positive
627,2019-09-08 06:13:36,CBhopali,Tweet,sir hatt off  nice inspirimg explaination    ,6,"Bhopal, India",positive
628,2019-09-08 06:13:36,asksachinsaini,Tweet,#indiafail trolls  ye india  lander failed  guess u r even race  rememb             amp        upcom #isro mission astrosat aditya L  gaganyaan mangalyaan   #chandrayaan  jaihind   #chandrayaan  #pakistannevertri,25,chandigarh,negative
629,2019-09-08 06:13:37,TrajanDmello,Retweet,gestur PM modi isro chief cried  yes  whole countri cri PM consol behalf us  kudo spirit ,16,Mapusa,positive
630,2019-09-08 06:13:38,ANNYESHA8,Retweet,nice #tweet show mirror #pakistan troll  amp  joker alway learn anything  #isro #isropergarvhai #isromiss #chandrayaan ,15,"Omaha, NE",positive
631,2019-09-08 06:13:44,AegisConsultan1,Tweet,travel          km successfully  fell short     km i e  failur             failure  that big achiev    proud #isro  jai hind    ,17,,positive
632,2019-09-08 06:13:45,aditya_sd8194,Retweet,even clear first attempt   CA student #chandrayaan  #isro #indiaproudofisro,9,,positive
633,2019-09-08 06:13:48,Yogeshgujjar5,Tweet,hey don t worri #rigyan too like #pk  the remot is lost on the ball  so the contact is not get up yet  hope is not over and O chanda is heard  just the contact is broken  we will come again   never miss matern uncle  hous,46,🚩 योगिराज में 🚩,negative
634,2019-09-08 06:13:49,eoidamascus,Retweet,up down part life  achiev today small achievement  countri proud you  learn lot this  continu journey you  PM scientist #isro #chandrayaan  #chandrayaan l,23,Syria,positive
635,2019-09-08 06:13:51,SurajAga,Retweet,#isro the whole of india is stand behind you  don t you all be disappointed  veri soon the moon will be in our possession    bjp india,26,"Baleshwar, India",negative
636,2019-09-08 06:13:58,Ashutosh902168,Retweet,today  even though there have been some obstacles  but thi ha not weaken our spirits  but strengthen them  It is the great of prime minist shri ji that he embrac the effort of #isro presid K sri sivan and congratul him on thi effort  onli such step show the great of a person ,53,,positive
637,2019-09-08 06:14:03,AdithiyaaV,Retweet,india proud #isro     #chandrayaan  never give  ,6,"Kolathur,chennai,india",positive
638,2019-09-08 06:14:10,HinduRakshak,Retweet,#isro chief cri river  amp  namo keep encouraging  hug  amp  motiv never seen PM connect citizenri lucki pm  bet   see believ #chandrayaan ,22,,positive
639,2019-09-08 06:14:11,ANNYESHA8,Retweet,number follow exactli match number viewers     #proudofisro #chandrayaan  #shameonndtv,9,"Omaha, NE",positive
640,2019-09-08 06:14:16,IndiaToday,Tweet,#isro chief #ksivan talk crucial    minut contact #vikramland snapped  #itvideo #chadrayaan  videos ,12,India,positive
641,2019-09-08 06:14:16,TrlManoj,Tweet,hum hoge kamyab  #isro #isropergarvhai #isroweareproudofy,6,Tiruvallur,positive
642,2019-09-08 06:14:21,jmishra65,Retweet,indira gandhi went on to become  preiti gandhi remained       wherev thi man put hi hand  the mission fails  # chandrayaan  #isro #indiafail,22,,negative
643,2019-09-08 06:14:22,Sohel__AK,Retweet,who never give up  alway win  the destin is found onli by those who have life in their dreams  noth happen with the wings  fli by cheer  # chandrayaan  #isro #proudofisro #isropergarvhai         ,32,India,positive
644,2019-09-08 06:14:23,ultimatelove211,Retweet,#watch #chandrayaan   soft land #moon saturday     am  thing must know  read more  #vikramland #isro,14,India,positive
645,2019-09-08 06:14:24,Vikramathithiya,Retweet,shameless    went #isro last minut take credit  found #chandrayaan  crashed  left immedi isro could blame fail #chandrayaan land #panautimodi,19,தமிழ்நாடு,negative
646,2019-09-08 06:14:25,SunilKhandekar1,Tweet,say set back  #isro smell coffe drink it  #chandrayaan     readi bridg last     kms    ,13,,positive
647,2019-09-08 06:14:26,ajit_doshi,Tweet,sir  believ indian would want #chandrayaan  #gaganyaan  close  sure make perfect land time  #isro,14,"Mumbai, India",positive
648,2019-09-08 06:14:32,wrestler_rahul,Tweet,contact with chandrayaan is broken  not with the moon  if not today  what will happen tomorrow  isro scientist are work so hard  we should not be disappointed  proud to have #isro  #jaihind,32,"Rajasthan, India",negative
649,2019-09-08 06:14:34,sbajpai2811,Tweet, you inspir us   #nasa #isro #chandrayaan  say  look forward explor solar system together  #indiaonthemoon #moonland #isropergarvhai,16,,positive
650,2019-09-08 06:14:35,deepakmohoni,Tweet,sad see collect dumb chandrayaan   mission media today give emot twist rather technolog analysis  chanc lost educ excit reader design risk aspect lander  #isro,24,Pune,negative
651,2019-09-08 06:14:36,susheel686,Tweet,the same differ ha now been seen by the peopl of india  that is whi the pushteni shop which have been run for year today are on the verg of closure  #isro #weareproudofyouisro,33,,positive
652,2019-09-08 06:14:38,g_sharvani,Retweet,best isro indian space research organis    #isro #chandrayan ,8,"Mumbai, India",positive
653,2019-09-08 06:14:46,SahuYeesh,Retweet,chanda mama we will come tricolor is the same wave contact is broken  not encouraging  vikram ha stop #isro no #proudtobeindian #isropargarvhai,22,,negative
654,2019-09-08 06:14:46,ContinuousL,Tweet,proud team isro  #chandrayaan  #isro #proudofisro #indiawithisro #proudindian #isropergarvhai #isroweareproudofy,10,Nadiad,positive
655,2019-09-08 06:14:47,Priceactionly,Tweet,#isro scientist  reconsid #nasa offer that  hv lose great brain Nt everyon apj like real deshbhakt bt salari cut happen b shame decis current government  good dat never fan polit party ,31,,positive
656,2019-09-08 06:14:49,viveksh19874056,Retweet,the great scientist of #isro have alway made us proud of india  # isro  journey start by carri a rocket on a bullock cart and a cycle  reach so close to the moon  south pole is a wonder achievement  the entir nation is proud of #isro ,46,"Indore, India",positive
657,2019-09-08 06:14:51,pawansinghatia,Retweet,role mode  your  #isro #indiawithisro,5,"Bengaluru, India",positive
658,2019-09-08 06:14:53,dicktraitor_91,Tweet,think that  greatest achiev isro ,5,Bharatvarsh,positive
659,2019-09-08 06:14:56,haripalrajput16,Tweet,# moon teri had  I will understand today  I use to do  I will keep on you  I am call you uncl proudofisro #isropergarvhai,24,mp india,positive
660,2019-09-08 06:14:57,DevBhatiya12,Retweet,In the context of chandrayaan    thi is true  that time is a matter of time and it wa not our time yet  but when the determin is strong  the time will also come quickli when we will celebrate  #isro jai hind      ,41,"Connaught Place, New Delhi",positive
661,2019-09-08 06:14:58,PSairamVja9,Retweet,#isro chief K sivan break PM hug moon land glitch #chandrayaan ,11,gandhinagar.vijayawada,positive
662,2019-09-08 06:14:58,ShahidA54290647,Retweet,less two half hour go to land #chandrayaan  #vikramlander  #isro proud you                                                   ,12,,positive
663,2019-09-08 06:14:59,pawanbhaiggreat,Retweet, best is yet to come  everi indian is proud of extraordinari achievements  challeng time will make us stronger and better  #isro #isropergarvhai #isromiss #ksivan # chandrayaan ,26,"Uttar Pradesh, India",positive
664,2019-09-08 06:14:59,BaluDahiya,Retweet,hard work is never wasted  those who tri never lose  the entir nation is proud of all the scientist of isro  you all are work continu to creat a progress and technolog advanc countri   despit mani up and downs  your spirit are stubborn and will stay ahead #isro #proudofisro,49,"Hyderabad, India",positive
665,2019-09-08 06:15:01,UdayKum29910594,Tweet,#chandrayaan  cards  indian seem think so  #chandrayaan  #chandrayaan land #isro #moonmission ,11,#Madhupur #Deoghar #Jharkhand.,positive
666,2019-09-08 06:15:02,BahujanAadmi,Retweet,sorri forc post day  politic starts  nation talk #isro #chandrayaan  hard work scientist like #sivan sorri see #fakedegreeirani lick boot boss,21,"California, USA",negative
667,2019-09-08 06:15:04,mAshokHaritwal,Tweet,#sivan sahab wa also receiv by like a job offer and scientists  bless your values  you chose #sivanprideofindia your country  your nation  soil and chose the nation love #isro  bless is the lord of india    # siwan bharat ka gaurav,40,अखण्ड भारतवर्ष। ,positive
668,2019-09-08 06:15:05,Bambootherapist,Tweet,don t go bloke  blue tick Dr name got honorari doctor bibl colleg kolkata  henc    tri show hinduphobia abus #isro chairman hindu #isropergarvhai #isropargarvhai #sivan,25,,positive
669,2019-09-08 06:15:08,SURAJVI70341255,Retweet,We will be success one day  the dream of reach the moon will be fulfilled  scientist non stop  no tire #isro # chandrayaan ,23,India,positive
670,2019-09-08 06:15:09,iPrashantSingh,Tweet,peopl touchi talk went wrong #chandrayaan   tax payer peopl want know #isro ,12,Mumbai & Lucknow,negative
671,2019-09-08 06:15:09,AryanOfHimalaya,Retweet,gorgeous  we ll never get tire see pictur moon  india  #chandrayaan  took photo yesterday  success lunar orbit insert  loi  tuesday  everyth goe accord plan  land moon septemb   ,27,,positive
672,2019-09-08 06:15:12,sharmaamity,Retweet,#isro #chandrayan  #indiaonthemoon #delhi #chandrayan land #metooindia #isromiss #proudofisro fake rape case increas rapidli half rape fake day made extort cheap public settl person vendetta,25,India,negative
673,2019-09-08 06:15:15,svkalsariya,Retweet,                                    keep move forward  proud #isropergarvhai #chandrayaan ,6,"Surat, Gujarat, India",positive
674,2019-09-08 06:15:16,Sudhir75081203,Retweet,dr  K sivan  presid of #isro  bengaluru  got emot by the prime minist consoled  those who trust charaivati  mantra are not disappointed  strive for success   bjp india   bjp mp,29,"Chhindwara, India",positive
675,2019-09-08 06:15:18,anjuly_dwivedi,Tweet,proud everi member #isro#   salut,5,Kanpur uttar pradesh,positive
676,2019-09-08 06:15:18,SantyTalk,Tweet,pallav bagla done #isro    scientist   ,5,Chennai,positive
677,2019-09-08 06:15:19,tinkerbell9958,Retweet,america fail    time reach moon russia fail   time conquer moon faith guys  reach much faster  #isropergarvhai #proudofisro #isro #chandrayaan ,19,,negative
678,2019-09-08 06:15:23,drgopalbose,Tweet,failur is the first step to success  failur teach us not to be disappoint but a bit despond,18,"Pali, India",positive
679,2019-09-08 06:15:24,ShashiS64221033,Retweet,there are up and down in life  the whole countri is proud of you  the whole countri stand with you today ,21,,positive
680,2019-09-08 06:15:27,tagifyio,Tweet,relat instagram tag #physics  #scienc #space #univers #astronomi #cosmo #chemistri #nasa #biolog #fact #isro #astrophys,15,"Seattle, WA",positive
681,2019-09-08 06:15:28,RupantaraD,Retweet,failur happen  leav strength next time  imag tell real success india is  #proudofisro,13,"Kolkata, India",positive
682,2019-09-08 06:15:31,DeepakS91992929,Tweet,It is not just about give funds  but understand the sentiment of people  understand the feel of peopl toward #ishro with the matter of give funds ,26,"Surat, India",positive
683,2019-09-08 06:15:34,RepublickAss,Retweet,made mistak apologized  don t understand understand cancel cultur want end someone  career simpl mistake ,15,,positive
684,2019-09-08 06:15:38,RohitKu55347649,Retweet,If the target path spread in front of it  pragati chirantan kaisa iti now  well establish joy kaisa shlath  unsuccessful  success common desire  give everyth and not ask for anything  will have to be mold as a pawn  have to walk step by step  atal bihari vajpaye #isro #proudofisro #hindi word #,52,,positive
685,2019-09-08 06:15:40,MrJasmine2,Tweet,#isro #proudofisro you are not desperate  neither are you tired  nor are you bent  you just stop for a moment  Of course  it wa a dream to touch the moon  the eye were moist  but touch million of hearts  what is that even less  these moon kilomet will show your talent  without you  those moon star will also be seen alone ,61,Rajkot,negative
686,2019-09-08 06:15:49,VIRGLOBAL,Tweet,kind inform amit shah #isro         chief technolog technic know pleas keep calm chill,13,,positive
687,2019-09-08 06:15:54,i_m_gowda,Tweet,#weareproudofyouisro #weknowyoucan hat team    ,4,,positive
688,2019-09-08 06:15:56,narendradsvv,Tweet,#isro #isropergarvhai #isropargarvhai #isroscientist #isroscientist #indiawithisro #isroweareproudofy #isroteam #isrochief,9,"Betul, India",positive
689,2019-09-08 06:15:59,LallanPr,Retweet,the # chandrayaan   mission  prepar at a cost of crore of peopl of our country  unfortun fail today  on which the peopl of the whole countri are encourag by give #consol messag to #isro and mission scientists       ,37,"Indira Puram, Ghaziabad",negative
690,2019-09-08 06:16:00,keshwanathshukl,Retweet,proud,1,hyderabad,positive
691,2019-09-08 06:16:02,Ohh_heyyyy,Retweet,t      dhadan So from      till now peopl of everi cast have tie each other on petrolpump  but you haven t done it yet  can tell  whi   ,26,,negative
692,2019-09-08 06:16:06,0i6i0Q4YjJ0cd8X,Retweet,#chandrayaan  shall land moon go beyond                     well done team #isro keep up ,12,,positive
693,2019-09-08 06:16:06,RAHEEL78676,Tweet,# chandrayaan  I think the media put an unnecessari psycholog pressur on #isro  It wa a scientif research that wa kept after the #india  #pakistan cricket match     # chandrayaan ,29,"New Delhi, India",positive
694,2019-09-08 06:16:07,rishabh_kush,Retweet,ancient indian contribut physic #isro,5,Bharat,positive
695,2019-09-08 06:16:08,kutty983,Retweet,biggest posit #chandrayaan  today whole countri talk #isro everyon   year old    year old want know happen went wrong futur project  amp  sing prais effort   ,24,India,negative
696,2019-09-08 06:16:08,iamrehanfy,Tweet,advanc congratulations  #chandryan ,3,moradabad,positive
697,2019-09-08 06:16:10,wolverineabhipo,Retweet,#isro head #ip officers  hv heartbreak chandrayaan would exist #ipsassoci #ipsnousianbolt #ipsgoback #nffu capf #ogas capf,16,,positive
698,2019-09-08 06:16:11,CNOSURE1,Retweet,kuruman peopl talk phone          #kuruman #fbkmillionair #busiswa #bbnaija #chevlio #ash #girlztalkza #bamteddi #curriecupfin #usopen #bbnaija   #ripmacmil #isro #sabcnew #slideawayvideo #soarafrica    ,20,South Africa,positive
699,2019-09-08 06:16:12,akki_aditya,Tweet,Hi sir like bharat Ke veer  pleas approach type app includ payment option app  pleas pleas pleas pleas please  know #isro get fund send human even mars ,27,India,positive
700,2019-09-08 06:16:13,SirJadeja,Tweet,  crore   million      million   billion     crore   billion     crore   billion     billion first get urself admit primari school  amp  learn basic mathematics w discuss space scienc  amp  technolog day  #internationalliteracyday #isro #chandrayan ,29,India,positive
701,2019-09-08 06:16:14,abhiisayzz,Tweet,that  spirit sir  keep going      cr indian behind you  know never disappoint us     #isroweareproudofy #indiakishaanisro,15,India,negative
702,2019-09-08 06:16:14,sikku_mor201,Tweet,great achievement     nd worri indian #isro ,6,,positive
703,2019-09-08 06:16:15,ShrutishuklaDMM,Retweet,contact is broken  not encouragement  vikram ha stop #isro not     well done #isro,13,"Pune, India",negative
704,2019-09-08 06:16:17,geetv79,Retweet,due to the salari cut  bharat mata is cri with them  #isro,12,India,negative
705,2019-09-08 06:16:17,_Ashu7,Tweet,dear visit trivandrum campu even allow carri phone click picture  allow peopl like #pallavabagla click imag sell #isro get share that ,21,"Hyderabad, India",positive
706,2019-09-08 06:16:19,satishRautela2,Retweet,#vikramland lost contact ground station minut touchdown moon  surfac #chandrayaan   orbit remain fulli functional  orbit continu take pictur moon send #isro,21,,positive
707,2019-09-08 06:16:23,kdabawala,Tweet,proud team isro  #chandrayaan  #isro #proudofisro #indiawithisro #proudindian #isropergarvhai #isroweareproudofy,10,"Nadiad, India",positive
708,2019-09-08 06:16:23,1stIndiaNews,Tweet,#nasa isro  chandrayaan   mission prais by US space agenc nasa #isro # chandrayaan ,13,India,positive
709,2019-09-08 06:16:25,sandy_iyc,Retweet,everi indian is proud of isro  successes  ha won the victori flag befor turn everi obstacl into success and we believ it will happen in future  We are all proud of the mani achiev of the scientist and engin of #isro  # chandrayaan ,43,shahabad markanda,positive
710,2019-09-08 06:16:25,SikandarRana747,Tweet,beauti job well done proud #isro,6,Hazaribagh jharkhand,positive
711,2019-09-08 06:16:27,GhulamM28186313,Retweet,watch isro chairman K sivan share emot moment PM modi pm  move speech scientists  #chandrayaan  #isro,16,"Bahawalpur, Pakistan",positive
712,2019-09-08 06:16:28,Aatreyaa,Retweet,yes  i m ready ,4,India,positive
713,2019-09-08 06:16:34,SatyaAnveshak,Retweet,dear #isro U tri best sure     success mission futur kept entir nation awak night  cricket movi capabl of  past that achiev #chandrayaan  wish success futur nambi narayanan,27,,positive
714,2019-09-08 06:16:34,SohamMu54075609,Retweet,#proudofisro    #chandrayaan  #isropergarvhai   ,3,,positive
715,2019-09-08 06:16:34,AlokTiwari9335,Retweet,the donat you are talk about is not need to give to #isro  isro get enough funds  In thi way  free money should be collect onli and onli in a state of wast such as in time of war  earthquake  flood      ,41,"Kanpur, Uttar Pradesh, India",positive
716,2019-09-08 06:16:34,siddiquina2000,Retweet,O chanda     onli the contact is broken  the relationship is not there     we will come again  good uncle  hous also never leav       #isro #proudofy,24,Delhi,positive
717,2019-09-08 06:16:37,irossogolla,Tweet,quit #pallavbagla done   #speak rude tone #isro chairman appreciated     #ndtvwithpakistan #chandrayaan ,11,"Durgapur, West Bengal",negative
718,2019-09-08 06:16:39,ashwanishriwas1,Tweet,who shout burhan wani teacher  son  did not say that #isro chief k k  sivan ji is the son of a farmer  mean clear all doubt,26,Mumbai,negative
719,2019-09-08 06:16:40,Sri_lakshmiD,Retweet,  crore   million      million   billion     crore   billion     crore   billion     billion first get urself admit primari school  amp  learn basic mathematics w discuss space scienc  amp  technolog day  #internationalliteracyday #isro #chandrayan ,29,"Bengaluru, India",positive
720,2019-09-08 06:16:40,Abinavrathinam,Tweet,whatev is  junior #isro scientist way ahead senior journalist  duti salut sacrific nation  growth development  kill goos lay golden egg  #pallavbagla #ndtv,22,"Tamil Nadu, India",positive
721,2019-09-08 06:16:41,haripalrajput16,Tweet,# moon teri had I will understand today  I use to do  I will keep on you  I am call you uncl chandrayaan  #isro #proudofisro #isropergarvhai #sunil ,27,mp india,positive
722,2019-09-08 06:16:42,valkonx_1,Tweet,#isro #chandrayaan  #indiaonthemoon,3,India,positive
723,2019-09-08 06:16:42,AzadDwivedi4,Retweet,our vedas  upanishad and purana are full of nectar of knowledge  whenev thi parabl comes  the mind becom happy  quot shweteshwar upanishad while address #isro   vyam amritasya son   We are the son of amrit  indestruct is the child of god ,40,"299,durgesh vihar,BPL(M.P)",positive
724,2019-09-08 06:16:43,Yogeshgujjar5,Retweet,dream are broken  but the spirit are alive  We are the one where the difficulti are embarrass       the fall are in the ground onli in maidan e jung  what will those tiffl fall on their knee    love u isro peopl         # chandrayan  #isro #vikramland #proudofyouisro,45,🚩 योगिराज में 🚩,positive
725,2019-09-08 06:16:43,FossilLost,Tweet,jai hind         #isro u r alone  u famili     billion peopl support stand ur upcom mission serv humanity ,17,,positive
726,2019-09-08 06:16:44,Being_Wendigo,Tweet,hmm  chandrayan  failed  found water moon    seem like know noth #isro missions  ,12,Bushes of Northern Forest,negative
727,2019-09-08 06:16:46,rgvishvkarma,Retweet,not reach the goal of  chandrayaan    mission is not success  thi effort is also commendable  It is the great of prime minist shri ji that he embrac the effort of #isro presid K sri sivan and congratul him on thi effort  onli such step show the great of a person ,50,"Indore, India",positive
728,2019-09-08 06:16:48,ProfessDeshmukh,Retweet,I am complet proud of my indian space agenc #isro  thi is a sign of success  friends  children learn from childhood as soon as they move  so that they do not fall and do not run again  # isro per gerv  is #isropargarvhai # chandrayan ,45,"Jaipur, India",positive
729,2019-09-08 06:16:49,DeepakAkshayFan,Retweet,inspir million heart  amp  gave us hope  india stand proud  amp  strong #isro  rightli said PM  the best yet come   proud    ,21,"New Delhi,  India.  ",positive
730,2019-09-08 06:16:51,Beefophile,Retweet,better tweet appl pic kashmir say fine,7,,positive
731,2019-09-08 06:16:51,ninjamohan97,Tweet,hell  even talk someon like that  look face gut wrenching ,10,India ,positive
732,2019-09-08 06:16:55,AmbrishParasha,Tweet,listen today  one person want convey good wish RJ moodi reject request said  I even know spell #isro   RJ could polit respect people  emotions ,24,United States,positive
733,2019-09-08 06:17:01,sachinpatil1985,Retweet,the contact is broken  not encouraging  vikram ha stopped  not isro  the floor are also stubborn  the path are too stubborn  we will tri back tomorrow  becaus the spirit here are also stubborn  #isro what  app forward,37,"Pune, India",negative
734,2019-09-08 06:17:04,TheBeerJunkie,Retweet,chandrayaan   success fraud like around n insid isro,8,India,positive
735,2019-09-08 06:17:04,Yogeshgujjar5,Retweet,where the same peopl who are congratul the entir world #isro  are not descend from tighten the strings  these are the same peopl who are brought to the crossroad daili by the tea party ,34,🚩 योगिराज में 🚩,positive
736,2019-09-08 06:17:05,varunsi06464031,Retweet,#chandrayaan  is not worried  worri if the  speech  that wa prepar on #chandrayaan  went in vain  #isro   ,17,,positive
737,2019-09-08 06:17:05,rgvishvkarma,Retweet, lose the heart of the hearts  win the heart of the hearts  It doe not matter that everi arrow be drop on the target  it mean that everi arrow should be releas with the same courag and courage  We are proud of #isro and their entir team     # chandrayaan ,49,"Indore, India",positive
738,2019-09-08 06:17:06,OyeEena,Retweet,dear pakistanis  feel piti cuz you r like   th fail student celebr failur CA tri achiev someth rather pull other            km first attempt success     km failur learn differ #indiafail #isro  ,30,Islamabap,negative
739,2019-09-08 06:17:08,YYalkz,Retweet,hat team #isro     #chandrayaan  #proudindian,5,Chennai ,positive
740,2019-09-08 06:17:12,prabacurren,Tweet,corpor folk post support #isro say end result matter    effort count     pleas rememb annual apprais team  #chandrayaan  #chandrayaan  #whatsapp fwd,20,"Chennai, India",positive
741,2019-09-08 06:17:16,Sameer01265337,Retweet,sir  #sivan we are proud of you  even though we were     km behind          km  you chose a veri difficult target south drop  # one such corner of the moon   where the world did not even think to reach and you move forward  your mission stop there where the world ha not yet reach # isro  ,55,,negative
742,2019-09-08 06:17:16,UmeshNMishra,Retweet,#india  amp  proud great team #isro scientist made world leader #spacesci  amp  practices i glad follow live broadcast togeth mani peopl india  amp  around world  get got great success,29,"New Delhi, India",positive
743,2019-09-08 06:17:17,bakku_uzumaki,Tweet,#isro we r proud you   alreadi done huge success       ,9,,positive
744,2019-09-08 06:17:17,djgoodlook,Retweet,chandrayaan    isro said  orbit set in it orbit  will help cover the secret of the moon for   year via # chandrayaan  #isro,22,Pune,negative
745,2019-09-08 06:17:19,punit0022,Retweet,whether in defeat or in victory  not a littl scared  what I found on the path of struggl is also true  ji  who ha play the role of an era man and prime minist responsibly  ha embrac intimaci by embrac K  sivan  director of #isro  the whole countri is proud of #isro ,52,New delhi,positive
746,2019-09-08 06:17:20,AlokTiwari9335,Retweet,how time changes  we cry  we cri too #isro We are proud of you #isropergarvhai,15,"Kanpur, Uttar Pradesh, India",positive
747,2019-09-08 06:17:24,Ankush70549426,Tweet,india you  moon fair close let tri again  tri cry  new india #isro get     success small big achiev,18,,positive
748,2019-09-08 06:17:27,IndianPaaji,Tweet,gslv MK iii choosen human space flight program  clear demonstr gaganyaan project  #isro,13,Mumbai / Vijayawada,positive
749,2019-09-08 06:17:30,ApoorvDixit76,Tweet,sir    not disappointed  thi is the begin of new expect jai hind,12,India,positive
750,2019-09-08 06:17:31,UMARKHA93557646,Tweet,proud #isro,2,"New Delhi, India",positive
751,2019-09-08 06:17:34,SatyamTiwari002,Retweet,you can t even think in front of pakistani #toilet     By the way  when you are not abl to eat these day in poverty  what will you do with #toilet     your oil massag work wa right  noth wa done  but the headlin were found      look at your country  got it       #proudofisro #isro # chandrayaan ,54,हिंदुस्तान का दिल देखो,positive
752,2019-09-08 06:17:36,yash_x026,Tweet,best luck sir great   ,4,Apne Baap ke ghar mein,positive
753,2019-09-08 06:17:36,VaibhavMSaxena,Retweet,kuch seekh mote,3,"Jaipur, India",positive
754,2019-09-08 06:17:36,gouse_rizvi,Retweet,clever student a president  queri #economi salary  rs  l mth  no tax  free  medical  hous car  merced s    rs   l yr housing  staff  food etc post retirement  pension i  l mth  rent fre bungalow    phones    staff w expenses  travel free anywhere ,41,vijayawada,positive
755,2019-09-08 06:17:40,ashishm68915551,Retweet,life is a new battl everi step  we will win #isro if we are with you     the road to success is strengthen by failure  well done   isro   proud     # chandrayaan ,30,Kolkata,positive
756,2019-09-08 06:17:41,Kumaran92023000,Retweet,such an incid cannot happen accidentally  nor can thi union be ani ordinary  of cours it is all leela of god  indic someth big and veri auspici in future  jai shri ram   # ram mandir nirman,36,,negative
757,2019-09-08 06:17:46,Arjun39182902,Retweet,said  amp  done  #isro #isromiss inspir million country  #chandrayaan  got hungri  amp  aspirational  keep chin done well ,17,,positive
758,2019-09-08 06:17:48,onlyjigs18,Tweet,  hdanvi     these peopl do not have the right to speak about #isro  hi mind start with the anti modi and anti hindu mindset and he ends ,26,India,positive
759,2019-09-08 06:17:50,SantyTalk,Tweet,pl tell us pallava done #isro  capacity  ,7,Chennai,positive
760,2019-09-08 06:17:57,Deepakja7,Retweet,young india watch incred respect countri scientists  made note sheer hard work  passion  amp  love nation take make one like sivan sir  moment made mani new scientist waiting  #chandrayan ,29,,positive
761,2019-09-08 06:17:57,RajeevKarki6,Retweet,#chandrayaan  mission highli complex mission  repres signific technolog leap compar previou mission #isro explor unexplor south pole moon  updat pleas visit,21,India,negative
762,2019-09-08 06:18:01,Keshavbeniwal2,Retweet,empathi sympathi two import attribut great leader  #leadership #chandrayaan  #isro,10,"Mathura, India",positive
763,2019-09-08 06:18:03,naveenc36774414,Retweet,       st countri find water moon    st reach mar  st attempt    st reach mars      cheaper cost    st attempt soft land lunar south pole #chandrayan  #vikramland #isro #proudindian,26,,positive
764,2019-09-08 06:18:04,SaurabhS1989,Retweet,emot moment but also the belief that one day success will be achieved  the hard work of scientist will bring color  #isro,22,"Ranchi, India",positive
765,2019-09-08 06:18:08,nitinsaini9998,Tweet,     pais per person spent chandrayaan   more then the price of one roti in the hotel    day fast    chandrayaan send jai hind #isro,22,"उत्तर प्रदेश, भारत",positive
766,2019-09-08 06:18:15,Jitendradhn,Tweet,never give sir whole nation,5,"Dhanbad, India",positive
767,2019-09-08 06:18:16,PeekayNews,Retweet,#nasa on # chandrayan  prais #isro by tweeting   isro  mission chandrayaan inspir us  isro  brilliant attempt to land on moon ,20,"Chittaurgarh, Rajasthan",positive
